_id,node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note,zip,zip_five,state,lat,long,state_full
169259,10169138,new style international inc,new style international inc,,pma,panama,,mr simon garfinkel 759th avenue new york ny 10011 u s a,7395.0,28oct1986,29nov1988,28jan1988,,inactivated,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10011 ,10011,new york,43.0,-75.0,new york
169372,10169253,gardia enterprises inc,gardia enterprises inc,,pma,panama,,jason locke stoll 840 s rancho dr  4618 las vegas 891063837 nevada usa,74973.0,08apr2014,,,,active,mossack fonseca,50,usa,united states,panama papers,the panama papers data is current through 2015,,891063837,89106,nevada,39.876019,-117.224121,nevada
169394,10169276,aton associates ltd,aton associates ltd,,bah,bahamas,,mr leon b lipkin two grand central tower 140 east 45th street new york new york 10017 united states of america,801936.0,04jan1994,04jan1997,31dec1996,,defaulted,mossack fonseca,19471b,usa,united states,panama papers,the panama papers data is current through 2015,,10017 ,10017,new york,43.0,-75.0,new york
169404,10169287,michanne corporation,michanne corporation,,bah,bahamas,,ms nancy broadhurst 300 ne 20th street apartment 402 boca raton florida 334318153 usa,800601.0,02jan1992,10may2001,31dec2001,,defaulted,mossack fonseca,7693 b,usa,united states,panama papers,the panama papers data is current through 2015,,334318153,33431,florida,27.994402,-81.760254,florida
169609,10169491,gullwing international s a,gullwing international s a,,pma,panama,,kpmg peat marwick po box 4545 700 louisiana houston tx 772104545 u s a,7777.0,11dec1986,25nov1991,11mar1988,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,772104545,77210,louisiana,30.39183,-92.329102,louisiana
169639,10169521,entertainment group ltd,entertainment group ltd,,bah,bahamas,,international corporate services inc po box 48379 los angeles california 90048 united states of america,800398.0,11jun1991,30may1995,31dec1992,,trash company,mossack fonseca,5472 b,usa,united states,panama papers,the panama papers data is current through 2015,,90048 ,90048,california,36.778259,-119.417931,california
169734,10169616,equator consultant corporation,equator consultant corporation,,pma,panama,,mito international corporation 2300 nw 92nd avenue miami florida 33172 u s a,7142.0,15jul1986,19jun1998,15oct1998,,changed agent,mossack fonseca,29,usa,united states,panama papers,the panama papers data is current through 2015,,33172 ,33172,florida,27.994402,-81.760254,florida
169776,10169658,brinton international sa,brinton international sa,,pma,panama,,olga santini 1541 brickell avenue  1806 miami florida 33129 usa,80033.0,10dec2015,,,,active,mossack fonseca,97,usa,united states,panama papers,the panama papers data is current through 2015,,33129 ,33129,florida,27.994402,-81.760254,florida
169859,10169741,the century group inc,the century group inc,,bah,bahamas,,international corporate services inc po box 48379 los angeles california 90048 united states of america,800440.0,23jul1991,30may1995,31dec1992,,trash company,mossack fonseca,5913 b,usa,united states,panama papers,the panama papers data is current through 2015,,90048 ,90048,california,36.778259,-119.417931,california
169917,10169799,ibis investments ltd,ibis investments ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,803822.0,08mar1995,02may2001,31dec2001,,changed agent,mossack fonseca,31245b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
169957,10169839,century holdings limited,century holdings limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804031.0,30nov1990,02jan1998,31dec1997,,defaulted,mossack fonseca,3108b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
169984,10169866,oyster enterprises limited,oyster enterprises limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804034.0,17feb1994,05jan1999,31dec1998,,defaulted,mossack fonseca,20904b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
170296,10170178,ivanhoe holdings corp,ivanhoe holdings corp,,bah,bahamas,,hoet pelaez castillo  duque ccs 13031 po box 025323 miami florida 331025323 usa si,801142.0,18feb1993,05jan1995,31dec1994,,defaulted,mossack fonseca,13206b,usa,united states,panama papers,the panama papers data is current through 2015,,331025323,33102,florida,27.994402,-81.760254,florida
170574,10170455,mckenziearein international limited,mckenziearein international limited,,bah,bahamas,,law offices notaro  michalos pc empire state building 350 fifth avenue suite 6902 new york new york 101186985 u s a,801493.0,19aug1993,23sep1996,31dec1996,,defaulted,mossack fonseca,16671b,usa,united states,panama papers,the panama papers data is current through 2015,,101186985,10118,new york,43.0,-75.0,new york
170612,10170493,rolling thunder limited,rolling thunder limited,,bah,bahamas,,international corporate services inc po box 48379 los angeles california 90048 united states of america,800412.0,28jun1991,30may1995,31dec1992,,trash company,mossack fonseca,5648b,usa,united states,panama papers,the panama papers data is current through 2015,,90048 ,90048,california,36.778259,-119.417931,california
170623,10170504,carhill finance sa,carhill finance sa,,pma,panama,,grupo santander banca privada 1401 brickell avenuesuite 1500 miami florida 33131 usa,75924.0,02feb2007,,,,active,mossack fonseca,2,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
170651,10170533,kaiser atlas transfer trading co katt inc,kaiser atlas transfer trading co katt inc,,bah,bahamas,,m  a investment banking 230 park avenue suite 1000 new york new york 100179998 united states of america,801400.0,05jul1993,04jan1997,31dec1996,,defaulted,mossack fonseca,15757b,usa,united states,panama papers,the panama papers data is current through 2015,,100179998,10017,new york,43.0,-75.0,new york
170667,10170552,ahm international inc,ahm international inc,,pma,panama,,abed  savage 1101 seventeenth street nw suite 405 washington dc 20036 usa,779.0,30oct1979,27mar1997,30jan1981,,defaulted,mossack fonseca,50,usa,united states,panama papers,the panama papers data is current through 2015,,20036 ,20036,washington,47.751076,-120.740135,washington
170711,10170593,crown mortgage co inc,crown mortgage co inc,,pma,panama,,patria inc po box 143546 coral gables florida 33134 u s a,7962.0,22jan1987,09mar1990,22apr1988,,trash company,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
170798,10170679,wilton developments limited,wilton developments limited,,bah,bahamas,,esquea  valenzuela 1500 broadway new york new york 10036 united states of america,800208.0,02jan1991,05apr1994,31dec1992,,trash company,mossack fonseca,3788b,usa,united states,panama papers,the panama papers data is current through 2015,,10036 ,10036,new york,43.0,-75.0,new york
170838,10170720,integrated investments limited,integrated investments limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804030.0,30nov1990,02may2001,31dec2001,,changed agent,mossack fonseca,3111b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
170839,10170721,smokestone holdings limited,smokestone holdings limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804035.0,01dec1993,03dec1996,31dec1996,,defaulted,mossack fonseca,18858b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
170843,10170725,hollydale properties limited,hollydale properties limited,,bah,bahamas,,haynes and boone llp 2323 victory avenue suite 700 dallas texas 75219 u s a,802150.0,14feb1994,,,,active,mossack fonseca,20782b,usa,united states,panama papers,the panama papers data is current through 2015,,75219 ,75219,texas,31.0,-100.0,texas
170851,10170734,synmort investments sa,synmort investments sa,,bah,bahamas,,international corporate services inc po box 48379 los angeles california 90048 united states of america,800343.0,16apr1991,30may1995,31dec1992,,trash company,mossack fonseca,4873b,usa,united states,panama papers,the panama papers data is current through 2015,,90048 ,90048,california,36.778259,-119.417931,california
170856,10170738,equipe idee co ltd,equipe idee co ltd,,bah,bahamas,,international asset strategies inc 10 paradise drive laconia new hampshire 03246 u s a,803968.0,07apr1995,04jan1997,31dec1996,,bad debt account,mossack fonseca,32019b,usa,united states,panama papers,the panama papers data is current through 2015,,03246 ,03246,new hampshire,44.0,-71.5,new hampshire
170876,10170755,verdi properties inc,verdi properties inc,,pma,panama,,mr david g oleary courthouse center suite 1730 175 nw first avenue miami florida 331281817 u s a,7064.0,01jul1986,30nov1990,01oct1987,,trash company,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,331281817,33128,florida,27.994402,-81.760254,florida
171127,10171009,whistle associates ltd,whistle associates ltd,,bah,bahamas,,mr leon b lipkin two grand central tower 140 east 45th street new york new york 10017 united states of america,804013.0,27apr1995,05jan1999,31dec1998,,defaulted,mossack fonseca,32492b,usa,united states,panama papers,the panama papers data is current through 2015,,10017 ,10017,new york,43.0,-75.0,new york
171142,10171024,inbond contract manufacturing inc,inbond contract manufacturing inc,,bah,bahamas,,far eastnorth america manufacturing fena ltd co julio chiu 2905a rosa avenue el paso texas 79905 u s a si attorney work product privileged and confidential,800964.0,16dec1992,12jan1994,31dec1993,,defaulted,mossack fonseca,12022b,usa,united states,panama papers,the panama papers data is current through 2015,,79905 ,79905,texas,31.0,-100.0,texas
171194,10171076,life crystal international inc,life crystal international inc,,bah,bahamas,,mr marshall i yaker po box 3707 1212 montana avenue el paso texas 79923 u s a,801186.0,17mar1993,05jan1995,31dec1994,,bad debt account,mossack fonseca,13688b,usa,united states,panama papers,the panama papers data is current through 2015,,79923 ,79923,montana,46.96526,-109.533691,montana
171256,10171138,eastboro international investment ltd,eastboro international investment ltd,,bah,bahamas,,williams international group ltd po box 420271 dallas texas 753420271 u s a,801644.0,21oct1993,18jun1996,31dec1994,,dissolved,mossack fonseca,17886b,usa,united states,panama papers,the panama papers data is current through 2015,,753420271,75342,texas,31.0,-100.0,texas
171289,10171171,yarmouth associates inc,yarmouth associates inc,,pma,panama,,patria inc po box 143546 coral gables florida 33134 u s a,7234.0,18aug1986,09mar1990,18nov1987,,trash company,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
171297,10171179,k2 global supplier inc,k2 global supplier inc,,pma,panama,,k2 global supplier inc 777 brickell avenue suite 630 miami florida 33131 usa,71985.0,18jan2013,29apr2015,15jul2015,,dissolved,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
171328,10171210,foxtrot enterprises ltd,foxtrot enterprises ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,803807.0,06mar1995,07jul1999,31dec1999,,defaulted,mossack fonseca,31129b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
171337,10171219,boreal asset management ltd,boreal asset management ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804051.0,09may1995,21jun2002,31dec2001,,defaulted,mossack fonseca,32718b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
171375,10171257,imex venezolana holdings corp,imex venezolana holdings corp,,pma,panama,,qproducts llc 715 pinellas calle clearwater florida 33756 eeuu floridausa usa,78470.0,29may2015,,,,active,mossack fonseca,14,usa,united states,panama papers,the panama papers data is current through 2015,,33756,33756,florida,27.994402,-81.760254,florida
171398,10171280,property  equity corp,property  equity corp,,pma,panama,,hsbc private bank 1441 brickell avenue 17th floor miami florida 33131 usa,75951.0,16nov2006,,,,active,mossack fonseca,99,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
171446,10171328,granbay trading  company corp,granbay trading  company corp,,pma,panama,,santander private banking 45 east 53rd street ny 10022 new york usa,70712.0,06feb2013,,,,active,mossack fonseca,19,usa,united states,panama papers,the panama papers data is current through 2015,,10022 ,10022,new york,43.0,-75.0,new york
171472,10171352,childsen capital sa,childsen capital sa,,pma,panama,,ubs ag  ubs financial services inc 787 seventh avenue 15th floor new york 10019 new york usa,73980.0,03jan2014,,,,active,mossack fonseca,30,usa,united states,panama papers,the panama papers data is current through 2015,,10019,10019,new york,43.0,-75.0,new york
171508,10171390,royal financial services inc,royal financial services inc,,pma,panama,,patria inc po box 143546 coral gables florida 33134 u s a,7983.0,27jan1987,09mar1990,27apr1988,,trash company,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
171581,10171460,vanny business team sa,vanny business team sa,,pma,panama,,citigroup private bank 201 south biscayne boulevard suite 3300 miami florida 33131 usa,73894.0,20dec2013,,,,active,mossack fonseca,13,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
171684,10171566,natal enterprises inc,natal enterprises inc,,pma,panama,,mr jorge basile 420 lexington ave office 1624 new york ny 10017 u s a,7235.0,18aug1986,05may1992,18nov1987,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,10017 ,10017,new york,43.0,-75.0,new york
171690,10171572,landman holding sa,landman holding sa,,pma,panama,,grupo santander banca privada 1401 brickell avenuesuite 1500 miami florida 33131 usa,75925.0,08jul2008,,,,active,mossack fonseca,5,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
171741,10171707,alfa management fund inc,alfa management fund inc,,bah,bahamas,,m  a investment banking 230 park avenue suite 1000 new york new york 100179998 united states of america,803012.0,21sep1994,04jan1997,31dec1996,,defaulted,mossack fonseca,26338b,usa,united states,panama papers,the panama papers data is current through 2015,,100179998,10017,new york,43.0,-75.0,new york
171748,10171627,interscape enterprises sa,interscape enterprises sa,,pma,panama,,oscar rivera siegfried rivera lerner de la torre  sobel pa 201 alhambra circle  suite 1102 coral gables florida 33134,73544.0,22nov2013,,,,active,mossack fonseca,55,usa,united states,panama papers,the panama papers data is current through 2015,,33134,33134,florida,27.994402,-81.760254,florida
171756,10171635,foxwood valley sa,foxwood valley sa,,pma,panama,,oscar rivera siegfried rivera lerner de la torre  sobel pa 201 alhambra circle  suite 1102 coral gables florida 33134,73576.0,18nov2013,,,,active,mossack fonseca,13,usa,united states,panama papers,the panama papers data is current through 2015,,33134,33134,florida,27.994402,-81.760254,florida
171868,10171747,creative concept coordinators inc,creative concept coordinators inc,,pma,panama,,patria inc po box 143546 coral gables florida 33134 u s a,7369.0,18sep1986,09mar1990,18dec1987,,trash company,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33134 ,33134,florida,27.994402,-81.760254,florida
171915,10171796,sunflower investments ltd,sunflower investments ltd,,bah,bahamas,,fowler white burnett pa espirito santo plaza 1395 brickell avenue 14th floor miami florida 331313302 usa si,805563.0,15apr1996,23oct2002,31dec2003,,defaulted,mossack fonseca,42993b,usa,united states,panama papers,the panama papers data is current through 2015,,331313302,33131,florida,27.994402,-81.760254,florida
172275,10172157,ventures international inc,ventures international inc,,bah,bahamas,,law offices of brad lee axelrod 3461 tilden avenue los angeles california 900346003 united states of america,800442.0,23jul1991,04jan1996,31dec1995,,bad debt account,mossack fonseca,5914 b,usa,united states,panama papers,the panama papers data is current through 2015,,900346003,90034,california,36.778259,-119.417931,california
172413,10172296,union great ltd,union great ltd,,bah,bahamas,,m  a investment banking 230 park avenue suite 1000 new york new york 100179998 united states of america,801929.0,04jan1994,04jan1997,31dec1996,,defaulted,mossack fonseca,19409b,usa,united states,panama papers,the panama papers data is current through 2015,,100179998,10017,new york,43.0,-75.0,new york
172432,10172334,vertice asset management ltd,vertice asset management ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,803866.0,20mar1995,04jan1997,31dec1996,,defaulted,mossack fonseca,31481b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
172467,10172349,media tech inc,media tech inc,,bah,bahamas,,m  a investment banking 230 park avenue suite 1000 new york new york 100179998 united states of america,801987.0,11jan1994,04jan1997,31dec1996,,defaulted,mossack fonseca,19848b,usa,united states,panama papers,the panama papers data is current through 2015,,100179998,10017,new york,43.0,-75.0,new york
172661,10172540,pch group ltd,pch group ltd,,bah,bahamas,,international corporate services inc po box 48379 los angeles california 90048 united states of america,800435.0,09jul1991,30may1995,31dec1992,,trash company,mossack fonseca,5776 b,usa,united states,panama papers,the panama papers data is current through 2015,,90048 ,90048,california,36.778259,-119.417931,california
172662,10172541,core enterprises ltd,core enterprises ltd,,bah,bahamas,,international corporate services inc po box 48379 los angeles california 90048 united states of america,800444.0,26jul1991,30may1995,31dec1992,,trash company,mossack fonseca,5953 b,usa,united states,panama papers,the panama papers data is current through 2015,,90048 ,90048,california,36.778259,-119.417931,california
172716,10172595,empresas charbit sa,empresas charbit sa,,pma,panama,,richard charbit po box 1480 new york new york 10021,74287.0,30jan2014,07jul2014,15jul2016,,resigned as agent,mossack fonseca,97,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
172746,10172628,panadorph sa,panadorph sa,,pma,panama,,richard charbit po box 1480 new york new york 10021,72131.0,17dec2010,04mar2015,15jan2017,,resigned as agent,mossack fonseca,10,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
172863,10172744,vantage holdings sa,vantage holdings sa,,pma,panama,,mr claudio colacchia 3214 ne 2nd avenue miami florida 33137 u s a,729.0,21sep1979,07nov1986,21dec1980,,inactivated,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,33137 ,33137,florida,27.994402,-81.760254,florida
172886,10172767,casa fortuna sa,casa fortuna sa,,pma,panama,,kpmg peat marwick po box 4545 700 louisiana houston tx 772104545 u s a,7685.0,26nov1986,12nov1991,26feb1988,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,772104545,77210,louisiana,30.39183,-92.329102,louisiana
173030,10172912,heflin group corp,heflin group corp,,pma,panama,,citigroup private bank 201 south biscayne boulevard suite 3300 miami florida 33131 usa,76771.0,14nov2014,,,,active,mossack fonseca,41,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
173106,10172985,ritson enterprises inc,ritson enterprises inc,,pma,panama,,co merrill lynch attn alberto de solo 8840 sw 136th street miami florida 33176 usa,72107.0,06jun2013,,,,active,mossack fonseca,9,usa,united states,panama papers,the panama papers data is current through 2015,,33176 ,33176,florida,27.994402,-81.760254,florida
173138,10173020,quinessence inc,quinessence inc,,pma,panama,,southwest mountain enterprises inc po box 2802 lakeview lodge rt 2 lakeside arizona 85929 u s a,8048.0,10feb1987,05aug1988,10may1988,,defaulted,mossack fonseca,,usa,united states,panama papers,the panama papers data is current through 2015,,85929 ,85929,arizona,34.048927,-111.093735,arizona
173365,10173247,swap asset management ltd,swap asset management ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804599.0,03oct1995,07jun2000,31dec2000,,defaulted,mossack fonseca,36762b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
173377,10173259,brentwood properties limited,brentwood properties limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804882.0,02jan1996,23jul1998,31dec1998,,defaulted,mossack fonseca,39154b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
173394,10173276,obelisk global sa,obelisk global sa,,pma,panama,,citigroup private bank 201 south biscayne boulevard suite 3300 miami florida 33131 usa,78997.0,04aug2015,,,,active,mossack fonseca,19,usa,united states,panama papers,the panama papers data is current through 2015,,33131 ,33131,florida,27.994402,-81.760254,florida
173545,10173422,primus overseas limited,primus overseas limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804712.0,27oct1995,,31dec1999,,defaulted,mossack fonseca,37482b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
173637,10173513,tabb investments ltd,tabb investments ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804036.0,26jul1994,02may2001,31dec2001,,changed agent,mossack fonseca,24855b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
173680,10173556,m  a investment fund ltd,m  a investment fund ltd,,bah,bahamas,,mr leon b lipkin two grand central tower 140 east 45th street new york new york 10017 united states of america,804758.0,16nov1995,04jan1997,31dec1996,,defaulted,mossack fonseca,38047b,usa,united states,panama papers,the panama papers data is current through 2015,,10017 ,10017,new york,43.0,-75.0,new york
173685,10173564,cdr panama foundation,cdr panama foundation,,pma,panama,,rosen associates grand bay tower 2665 south bayshore drive suite 701 miami florida 33133,703548.0,29oct2009,14mar2012,15jan2014,,defaulted,mossack fonseca,20,usa,united states,panama papers,the panama papers data is current through 2015,,33133,33133,florida,27.994402,-81.760254,florida
173686,10173565,rhodos assets sa,rhodos assets sa,,pma,panama,,richard charbit po box 1480 new york new york 10021,70355.0,03jan2013,04mar2015,15jul2016,,resigned as agent,mossack fonseca,49,usa,united states,panama papers,the panama papers data is current through 2015,,10021,10021,new york,43.0,-75.0,new york
173688,10173567,natecon property inc,natecon property inc,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,806858.0,02jan1997,04jan2000,31dec1999,,defaulted,mossack fonseca,51199 b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174021,10173896,shandong ltd,shandong ltd,,bah,bahamas,,far eastnorth america manufacturing fena ltd co julio chiu 2905a rosa avenue el paso texas 79905 u s a si attorney work product privileged and confidential,800966.0,16dec1992,12jan1994,31dec1993,,defaulted,mossack fonseca,12023b,usa,united states,panama papers,the panama papers data is current through 2015,,79905 ,79905,texas,31.0,-100.0,texas
174210,10174087,holden woods industries limited,holden woods industries limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,807677.0,15may1997,02may2001,31dec2001,,changed agent,mossack fonseca,57927 b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174260,10174134,alfa investments hedge fund inc,alfa investments hedge fund inc,,bah,bahamas,,m  a investment banking 230 park avenue suite 1000 new york new york 100179998 united states of america,803011.0,21sep1994,04jan1997,31dec1996,,defaulted,mossack fonseca,26337b,usa,united states,panama papers,the panama papers data is current through 2015,,100179998,10017,new york,43.0,-75.0,new york
174275,10174149,metra investments limited,metra investments limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,807028.0,23jan1997,02may2001,31dec2001,,changed agent,mossack fonseca,52920 b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174372,10174254,casterton business inc,casterton business inc,,pma,panama,,casterton business inc banco espaol de credito banesto 730 fifth avenue 7th floor new york ny 10019 united states of america si,80016.0,10dec2015,,,,active,mossack fonseca,50,usa,united states,panama papers,the panama papers data is current through 2015,,10019 ,10019,new york,43.0,-75.0,new york
174405,10174285,jc enterprises limited,jc enterprises limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804038.0,24nov1993,04jan1997,31dec1996,,defaulted,mossack fonseca,18699b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174415,10174295,audra company limited,audra company limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804103.0,24sep1991,02may2001,31dec2001,,changed agent,mossack fonseca,6612b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174473,10174353,icc asset management ltd,icc asset management ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,807854.0,17jun1997,20jun2002,31dec2001,,changed agent,mossack fonseca,60037 b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174504,10174384,bearer neptune investments ltd,bearer neptune investments ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,807359.0,19mar1997,02may2001,31dec2001,,changed agent,mossack fonseca,55292 b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174516,10174396,astec incorporated,astec incorporated,,bah,bahamas,,international asset strategies inc 10 paradise drive laconia new hampshire 03246 u s a,803975.0,19apr1995,04jan1997,31dec1996,,bad debt account,mossack fonseca,32259b,usa,united states,panama papers,the panama papers data is current through 2015,,03246 ,03246,new hampshire,44.0,-71.5,new hampshire
174593,10174473,honeybird trading corp,honeybird trading corp,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,805142.0,17jan1996,02may2001,31dec2001,,changed agent,mossack fonseca,40058b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174633,10174512,clearway trading inc,clearway trading inc,,pma,panama,,ana maria firpo co gonzalo avendano 10 cape florida key biscayne florida 33149,74672.0,14mar2014,,,,active,mossack fonseca,44,usa,united states,panama papers,the panama papers data is current through 2015,,33149,33149,florida,27.994402,-81.760254,florida
174691,10174572,mpy investments limited,mpy investments limited,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804029.0,07dec1993,23jun1999,31dec1999,,defaulted,mossack fonseca,18951b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174697,10174578,upton international group sa,upton international group sa,,pma,panama,,ubs ag  ubs financial services inc 787 seventh avenue 15th floor new york 10019 new york usa,74771.0,21mar2014,,,,active,mossack fonseca,77,usa,united states,panama papers,the panama papers data is current through 2015,,10019,10019,new york,43.0,-75.0,new york
174725,10174607,san martino enterprises sa,san martino enterprises sa,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804032.0,30aug1993,02may2001,31dec2001,,changed agent,mossack fonseca,16778b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174726,10174608,gandhi ltd,gandhi ltd exayurved limited,ayurved limited,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804033.0,05nov1993,02may2001,31dec2001,,changed agent,mossack fonseca,18322b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174731,10174613,weihai ltd,weihai ltd,,bah,bahamas,,far eastnorth america manufacturing fena ltd co julio chiu 2905a rosa avenue el paso texas 79905 u s a si attorney work product privileged and confidential,800965.0,16dec1992,12jan1994,31dec1993,,defaulted,mossack fonseca,12027b,usa,united states,panama papers,the panama papers data is current through 2015,,79905 ,79905,texas,31.0,-100.0,texas
174819,10174701,wyatt investments ltd,wyatt investments ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,803592.0,24jan1995,02may2001,31dec2001,,changed agent,mossack fonseca,29731b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
174986,10174868,rosy fortune enterprises ltd,rosy fortune enterprises ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804920.0,02jan1996,02may2001,31dec2001,,changed agent,mossack fonseca,39246b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
175217,10175122,wizard investments ltd,wizard investments ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,804397.0,21aug1995,02jan1998,31dec1997,,defaulted,mossack fonseca,35591,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
175265,10175146,lovely shepherd ltd,lovely shepherd ltd,,bah,bahamas,,psm corporate services inc 7220 sw 107 terrace miami florida 331563848 usa,803994.0,24apr1995,15may2000,31dec2000,,changed agent,mossack fonseca,32382b,usa,united states,panama papers,the panama papers data is current through 2015,,331563848,33156,florida,27.994402,-81.760254,florida
